company_code,posting_date,document_id,line_id,gl_account,cost_center,amount,currency,debit_credit,booking_text,vendor_id,customer_id,tax_code
1000,2025-06-05,1800000020,1,3300,,888.08,EUR,D,Vendor payment,V-1004,,
1000,2025-06-05,1800000020,2,1000,,888.08,EUR,C,Vendor payment,V-1004,,
1000,2025-06-05,1800000031,1,1000,,516.13,EUR,D,Customer payment received,,C-2001,
1000,2025-06-05,1800000031,2,1400,,516.13,EUR,C,Customer payment received,,C-2001,
1000,2025-06-05,1800000036,1,3300,,1813.32,EUR,D,Vendor payment,V-1010,,
1000,2025-06-05,1800000036,2,1000,,1813.32,EUR,C,Vendor payment,V-1010,,
1000,2025-06-05,1800000066,1,1000,,3527.59,EUR,D,Customer payment received,,C-2004,
1000,2025-06-05,1800000066,2,1400,,3527.59,EUR,C,Customer payment received,,C-2004,
1000,2025-06-05,1800000093,1,1400,,7026.86,EUR,D,Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-05,1800000093,2,4000,,5855.72,EUR,C,Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-05,1800000093,3,1786,,1171.14,EUR,C,Output tax - Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-05,1800000111,1,6010,CC-200,2866.89,EUR,D,Monthly salaries,V-1011,,V1
1000,2025-06-05,1800000111,2,1576,,573.38,EUR,D,Input tax - Monthly salaries,V-1011,,V1
1000,2025-06-05,1800000111,3,3300,,3440.27,EUR,C,Monthly salaries,V-1011,,V1
1000,2025-06-05,1800000138,1,1000,,3786.51,EUR,D,Customer payment received,,C-2003,
1000,2025-06-05,1800000138,2,1400,,3786.51,EUR,C,Customer payment received,,C-2003,
1000,2025-06-05,1800000151,1,1400,,5342.09,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-05,1800000151,2,4000,,4451.74,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-05,1800000151,3,1786,,890.35,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-06-05,1800000159,1,1400,,3096.44,EUR,D,Sales invoice Waldwiese,,C-2003,A0
1000,2025-06-05,1800000159,2,4010,,3096.44,EUR,C,Sales invoice Waldwiese,,C-2003,A0
1000,2025-06-06,1800000005,1,5000,CC-300,1892.7,EUR,D,Raw material purchase,V-1011,,V1
1000,2025-06-06,1800000005,2,1576,,378.54,EUR,D,Input tax - Raw material purchase,V-1011,,V1
1000,2025-06-06,1800000005,3,3300,,2271.24,EUR,C,Raw material purchase,V-1011,,V1
1000,2025-06-06,1800000048,1,6820,CC-500,3269.08,EUR,D,Cleaning service,V-1002,,V1
1000,2025-06-06,1800000048,2,1576,,653.82,EUR,D,Input tax - Cleaning service,V-1002,,V1
1000,2025-06-06,1800000048,3,3300,,3922.9,EUR,C,Cleaning service,V-1002,,V1
1000,2025-06-06,1800000145,1,1000,,2942.61,EUR,D,Customer payment received,,C-2005,
1000,2025-06-06,1800000145,2,1400,,2942.61,EUR,C,Customer payment received,,C-2005,
1000,2025-06-09,1800000045,1,1000,,3934.21,EUR,D,Customer payment received,,C-2004,
1000,2025-06-09,1800000045,2,1400,,3934.21,EUR,C,Customer payment received,,C-2004,
1000,2025-06-09,1800000094,1,1400,,741.18,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-09,1800000094,2,4000,,617.65,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-09,1800000094,3,1786,,123.53,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-09,1800000124,1,1400,,4362.59,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-09,1800000124,2,4000,,3635.49,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-09,1800000124,3,1786,,727.1,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-06-09,1800000132,1,1400,,2764.68,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-09,1800000132,2,4000,,2303.9,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-09,1800000132,3,1786,,460.78,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-06-09,1800000147,1,6840,CC-100,884.9,EUR,D,Business travel,V-1005,,V1
1000,2025-06-09,1800000147,2,1576,,176.98,EUR,D,Input tax - Business travel,V-1005,,V1
1000,2025-06-09,1800000147,3,3300,,1061.88,EUR,C,Business travel,V-1005,,V1
1000,2025-06-09,1800000163,1,1000,,4446.3,EUR,D,Customer payment received,,C-2004,
1000,2025-06-09,1800000163,2,1400,,4446.3,EUR,C,Customer payment received,,C-2004,
1000,2025-06-09,1800000173,1,1400,,4718.12,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-09,1800000173,2,4000,,3931.77,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-09,1800000173,3,1786,,786.35,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-10,1800000007,1,6860,CC-100,1083.54,EUR,D,Advertising campaign,V-1010,,V1
1000,2025-06-10,1800000007,2,1576,,216.71,EUR,D,Input tax - Advertising campaign,V-1010,,V1
1000,2025-06-10,1800000007,3,3300,,1300.25,EUR,C,Advertising campaign,V-1010,,V1
1000,2025-06-10,1800000014,1,3300,,2599.39,EUR,D,Vendor payment,V-1002,,
1000,2025-06-10,1800000014,2,1000,,2599.39,EUR,C,Vendor payment,V-1002,,
1000,2025-06-10,1800000059,1,3300,,153.52,EUR,D,Vendor payment,V-1002,,
1000,2025-06-10,1800000059,2,1000,,153.52,EUR,C,Vendor payment,V-1002,,
1000,2025-06-11,1800000049,1,1400,,3401.5,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-11,1800000049,2,4000,,2834.58,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-11,1800000049,3,1786,,566.92,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-06-11,1800000089,1,1000,,1587.89,EUR,D,Customer payment received,,C-2004,
1000,2025-06-11,1800000089,2,1400,,1587.89,EUR,C,Customer payment received,,C-2004,
1000,2025-06-11,1800000090,1,5000,CC-300,1292.4,EUR,D,Material restock,V-1011,,V1
1000,2025-06-11,1800000090,2,1576,,258.48,EUR,D,Input tax - Material restock,V-1011,,V1
1000,2025-06-11,1800000090,3,3300,,1550.88,EUR,C,Material restock,V-1011,,V1
1000,2025-06-11,1800000102,1,3300,,2270.13,EUR,D,Vendor payment,V-1006,,
1000,2025-06-11,1800000102,2,1000,,2270.13,EUR,C,Vendor payment,V-1006,,
1000,2025-06-11,1800000123,1,1400,,576.58,EUR,D,Sales invoice Talblick,,C-2005,A0
1000,2025-06-11,1800000123,2,4010,,576.58,EUR,C,Sales invoice Talblick,,C-2005,A0
1000,2025-06-11,1800000153,1,1000,,4443.69,EUR,D,Customer payment received,,C-2002,
1000,2025-06-11,1800000153,2,1400,,4443.69,EUR,C,Customer payment received,,C-2002,
1000,2025-06-11,1800000174,1,1000,,560.26,EUR,D,Customer payment received,,C-2003,
1000,2025-06-11,1800000174,2,1400,,560.26,EUR,C,Customer payment received,,C-2003,
1000,2025-06-12,1800000032,1,6010,CC-200,3308.83,EUR,D,Monthly salaries,V-1011,,V1
1000,2025-06-12,1800000032,2,1576,,661.77,EUR,D,Input tax - Monthly salaries,V-1011,,V1
1000,2025-06-12,1800000032,3,3300,,3970.6,EUR,C,Monthly salaries,V-1011,,V1
1000,2025-06-12,1800000033,1,5000,CC-300,3849.9,EUR,D,Material restock,V-1011,,V1
1000,2025-06-12,1800000033,2,1576,,769.98,EUR,D,Input tax - Material restock,V-1011,,V1
1000,2025-06-12,1800000033,3,3300,,4619.88,EUR,C,Material restock,V-1011,,V1
1000,2025-06-12,1800000043,1,6010,CC-200,290.17,EUR,D,Monthly salaries,V-1005,,V1
1000,2025-06-12,1800000043,2,1576,,58.03,EUR,D,Input tax - Monthly salaries,V-1005,,V1
1000,2025-06-12,1800000043,3,3300,,348.2,EUR,C,Monthly salaries,V-1005,,V1
1000,2025-06-12,1800000109,1,1000,,2378.8,EUR,D,Customer payment received,,C-2003,
1000,2025-06-12,1800000109,2,1400,,2378.8,EUR,C,Customer payment received,,C-2003,
1000,2025-06-13,1800000028,1,6000,CC-300,369.79,EUR,D,Monthly wages,V-1010,,V0
1000,2025-06-13,1800000028,2,3300,,369.79,EUR,C,Monthly wages,V-1010,,V0
1000,2025-06-13,1800000181,1,3300,,3543.32,EUR,D,Vendor payment,V-1011,,
1000,2025-06-13,1800000181,2,1000,,3543.32,EUR,C,Vendor payment,V-1011,,
1000,2025-06-16,1800000022,1,6860,CC-100,2567.68,EUR,D,Advertising campaign,V-1010,,V0
1000,2025-06-16,1800000022,2,3300,,2567.68,EUR,C,Advertising campaign,V-1010,,V0
1000,2025-06-17,1800000017,1,6010,CC-200,2885.48,EUR,D,Monthly salaries,V-1008,,V1
1000,2025-06-17,1800000017,2,1576,,577.1,EUR,D,Input tax - Monthly salaries,V-1008,,V1
1000,2025-06-17,1800000017,3,3300,,3462.58,EUR,C,Monthly salaries,V-1008,,V1
1000,2025-06-17,1800000024,1,5000,CC-300,815.88,EUR,D,Raw material purchase,V-1011,,V1
1000,2025-06-17,1800000024,2,1576,,163.18,EUR,D,Input tax - Raw material purchase,V-1011,,V1
1000,2025-06-17,1800000024,3,3300,,979.06,EUR,C,Raw material purchase,V-1011,,V1
1000,2025-06-17,1800000050,1,6860,CC-100,3193.21,EUR,D,Advertising campaign,V-1010,,V0
1000,2025-06-17,1800000050,2,3300,,3193.21,EUR,C,Advertising campaign,V-1010,,V0
1000,2025-06-17,1800000079,1,3300,,2085.36,EUR,D,Vendor payment,V-1005,,
1000,2025-06-17,1800000079,2,1000,,2085.36,EUR,C,Vendor payment,V-1005,,
1000,2025-06-17,1800000099,1,6840,CC-100,3379.87,EUR,D,Business travel,V-1006,,V0
1000,2025-06-17,1800000099,2,3300,,3379.87,EUR,C,Business travel,V-1006,,V0
1000,2025-06-17,1800000161,1,1000,,2154.31,EUR,D,Customer payment received,,C-2005,
1000,2025-06-17,1800000161,2,1400,,2154.31,EUR,C,Customer payment received,,C-2005,
1000,2025-06-18,1800000021,1,1000,,4254.89,EUR,D,Customer payment received,,C-2004,
1000,2025-06-18,1800000021,2,1400,,4254.89,EUR,C,Customer payment received,,C-2004,
1000,2025-06-18,1800000038,1,6840,CC-100,479.78,EUR,D,Business travel,V-1003,,V0
1000,2025-06-18,1800000038,2,3300,,479.78,EUR,C,Business travel,V-1003,,V0
1000,2025-06-18,1800000052,1,6800,CC-200,400.61,EUR,D,Office supplies,V-1001,,V1
1000,2025-06-18,1800000052,2,1576,,80.12,EUR,D,Input tax - Office supplies,V-1001,,V1
1000,2025-06-18,1800000052,3,3300,,480.73,EUR,C,Office supplies,V-1001,,V1
1000,2025-06-18,1800000081,1,6750,CC-500,3350.31,EUR,D,Repair works,V-1009,,V0
1000,2025-06-18,1800000081,2,3300,,3350.31,EUR,C,Repair works,V-1009,,V0
1000,2025-06-18,1800000121,1,1400,,4009.57,EUR,D,Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-18,1800000121,2,4000,,3341.31,EUR,C,Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-18,1800000121,3,1786,,668.26,EUR,C,Output tax - Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-18,1800000129,1,6890,CC-200,3007.78,EUR,D,Bank charges,V-1010,,V1
1000,2025-06-18,1800000129,2,1576,,601.56,EUR,D,Input tax - Bank charges,V-1010,,V1
1000,2025-06-18,1800000129,3,3300,,3609.34,EUR,C,Bank charges,V-1010,,V1
1000,2025-06-19,1800000086,1,3300,,1897.61,EUR,D,Vendor payment,V-1005,,
1000,2025-06-19,1800000086,2,1000,,1897.61,EUR,C,Vendor payment,V-1005,,
1000,2025-06-19,1800000108,1,1400,,4554,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-06-19,1800000108,2,4000,,3795,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-06-19,1800000108,3,1786,,759,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-06-19,1800000117,1,1400,,726.3,EUR,D,Sales invoice Talblick,,C-2005,A1
1000,2025-06-19,1800000117,2,4020,,605.25,EUR,C,Sales invoice Talblick,,C-2005,A1
1000,2025-06-19,1800000117,3,1786,,121.05,EUR,C,Output tax - Sales invoice Talblick,,C-2005,A1
1000,2025-06-19,1800000137,1,6800,CC-200,3042.15,EUR,D,Office supplies,V-1001,,V1
1000,2025-06-19,1800000137,2,1576,,608.43,EUR,D,Input tax - Office supplies,V-1001,,V1
1000,2025-06-19,1800000137,3,3300,,3650.58,EUR,C,Office supplies,V-1001,,V1
1000,2025-06-19,1800000189,1,6810,CC-400,1854.87,EUR,D,Telephone and internet,V-1003,,V1
1000,2025-06-19,1800000189,2,1576,,370.97,EUR,D,Input tax - Telephone and internet,V-1003,,V1
1000,2025-06-19,1800000189,3,3300,,2225.84,EUR,C,Telephone and internet,V-1003,,V1
1000,2025-06-19,1800000190,1,1000,,1771.46,EUR,D,Customer payment received,,C-2005,
1000,2025-06-19,1800000190,2,1400,,1771.46,EUR,C,Customer payment received,,C-2005,
1000,2025-06-20,1800000035,1,6800,CC-200,765.35,EUR,D,Office supplies order,V-1001,,V1
1000,2025-06-20,1800000035,2,1576,,153.07,EUR,D,Input tax - Office supplies order,V-1001,,V1
1000,2025-06-20,1800000035,3,3300,,918.42,EUR,C,Office supplies order,V-1001,,V1
1000,2025-06-20,1800000037,1,1000,,260.27,EUR,D,Customer payment received,,C-2001,
1000,2025-06-20,1800000037,2,1400,,260.27,EUR,C,Customer payment received,,C-2001,
1000,2025-06-23,1800000001,1,1000,,4771.9,EUR,D,Customer payment received,,C-2005,
1000,2025-06-23,1800000001,2,1400,,4771.9,EUR,C,Customer payment received,,C-2005,
1000,2025-06-23,1800000084,1,6900,CC-200,2863.87,EUR,D,Miscellaneous expense,V-1006,,V1
1000,2025-06-23,1800000084,2,1576,,572.77,EUR,D,Input tax - Miscellaneous expense,V-1006,,V1
1000,2025-06-23,1800000084,3,3300,,3436.64,EUR,C,Miscellaneous expense,V-1006,,V1
1000,2025-06-23,1800000088,1,1000,,775.94,EUR,D,Customer payment received,,C-2002,
1000,2025-06-23,1800000088,2,1400,,775.94,EUR,C,Customer payment received,,C-2002,
1000,2025-06-24,1800000025,1,6850,CC-300,3415.42,EUR,D,Vehicle fleet service,V-1009,,V1
1000,2025-06-24,1800000025,2,1576,,683.08,EUR,D,Input tax - Vehicle fleet service,V-1009,,V1
1000,2025-06-24,1800000025,3,3300,,4098.5,EUR,C,Vehicle fleet service,V-1009,,V1
1000,2025-06-24,1800000039,1,6750,CC-500,2106.03,EUR,D,Repair works,V-1009,,V1
1000,2025-06-24,1800000039,2,1576,,421.21,EUR,D,Input tax - Repair works,V-1009,,V1
1000,2025-06-24,1800000039,3,3300,,2527.24,EUR,C,Repair works,V-1009,,V1
1000,2025-06-24,1800000077,1,1400,,3180.14,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-24,1800000077,2,4020,,2650.12,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-24,1800000077,3,1786,,530.02,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-24,1800000110,1,1400,,1364.8,EUR,D,Sales invoice Talblick,,C-2005,A0
1000,2025-06-24,1800000110,2,4010,,1364.8,EUR,C,Sales invoice Talblick,,C-2005,A0
1000,2025-06-24,1800000122,1,6850,CC-300,2797.88,EUR,D,Vehicle fleet service,V-1009,,V1
1000,2025-06-24,1800000122,2,1576,,559.58,EUR,D,Input tax - Vehicle fleet service,V-1009,,V1
1000,2025-06-24,1800000122,3,3300,,3357.46,EUR,C,Vehicle fleet service,V-1009,,V1
1000,2025-06-24,1800000141,1,1000,,875.3,EUR,D,Customer payment received,,C-2001,
1000,2025-06-24,1800000141,2,1400,,875.3,EUR,C,Customer payment received,,C-2001,
1000,2025-06-24,1800000169,1,1400,,252.88,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-24,1800000169,2,4020,,210.73,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-24,1800000169,3,1786,,42.15,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-06-25,1800000046,1,1400,,4816.1,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-06-25,1800000046,2,4000,,4013.42,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-06-25,1800000046,3,1786,,802.68,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-06-25,1800000170,1,3300,,1362.29,EUR,D,Vendor payment,V-1003,,
1000,2025-06-25,1800000170,2,1000,,1362.29,EUR,C,Vendor payment,V-1003,,
1000,2025-06-25,1800000205,1,6900,CC-200,1336.39,EUR,D,Miscellaneous expense,V-1003,,V1
1000,2025-06-25,1800000205,2,1576,,267.28,EUR,D,Input tax - Miscellaneous expense,V-1003,,V1
1000,2025-06-25,1800000205,3,3300,,1603.67,EUR,C,Miscellaneous expense,V-1003,,V1
1000,2025-06-26,1800000042,1,1400,,1181.07,EUR,D,Sales invoice Feldstern,,C-2004,A0
1000,2025-06-26,1800000042,2,4010,,1181.07,EUR,C,Sales invoice Feldstern,,C-2004,A0
1000,2025-06-26,1800000125,1,3300,,3095.51,EUR,D,Vendor payment,V-1002,,
1000,2025-06-26,1800000125,2,1000,,3095.51,EUR,C,Vendor payment,V-1002,,
1000,2025-06-26,1800000131,1,3300,,3593.93,EUR,D,Vendor payment,V-1003,,
1000,2025-06-26,1800000131,2,1000,,3593.93,EUR,C,Vendor payment,V-1003,,
1000,2025-06-26,1800000140,1,1000,,4046.24,EUR,D,Customer payment received,,C-2004,
1000,2025-06-26,1800000140,2,1400,,4046.24,EUR,C,Customer payment received,,C-2004,
1000,2025-06-26,1800000160,1,3300,,1459.84,EUR,D,Vendor payment,V-1003,,
1000,2025-06-26,1800000160,2,1000,,1459.84,EUR,C,Vendor payment,V-1003,,
1000,2025-06-26,1800000167,1,3300,,805.48,EUR,D,Vendor payment,V-1001,,
1000,2025-06-26,1800000167,2,1000,,805.48,EUR,C,Vendor payment,V-1001,,
1000,2025-06-26,1800000206,1,6900,CC-200,1336.39,EUR,D,Miscellaneous expense,V-1003,,V1
1000,2025-06-26,1800000206,2,1576,,267.28,EUR,D,Input tax - Miscellaneous expense,V-1003,,V1
1000,2025-06-26,1800000206,3,3300,,1603.67,EUR,C,Miscellaneous expense,V-1003,,V1
1000,2025-06-27,1800000012,1,1400,,860.59,EUR,D,Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-27,1800000012,2,4020,,717.16,EUR,C,Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-27,1800000012,3,1786,,143.43,EUR,C,Output tax - Sales invoice Bergkristall,,C-2001,A1
1000,2025-06-27,1800000060,1,6890,CC-200,1650.15,EUR,D,Bank charges,V-1011,,V1
1000,2025-06-27,1800000060,2,1576,,330.03,EUR,D,Input tax - Bank charges,V-1011,,V1
1000,2025-06-27,1800000060,3,3300,,1980.18,EUR,C,Bank charges,V-1011,,V1
1000,2025-06-27,1800000100,1,3300,,1247.3,EUR,D,Vendor payment,V-1011,,
1000,2025-06-27,1800000100,2,1000,,1247.3,EUR,C,Vendor payment,V-1011,,
1000,2025-06-27,1800000119,1,6870,CC-200,203.29,EUR,D,Legal consulting fee,V-1007,,V1
1000,2025-06-27,1800000119,2,1576,,40.66,EUR,D,Input tax - Legal consulting fee,V-1007,,V1
1000,2025-06-27,1800000119,3,3300,,243.95,EUR,C,Legal consulting fee,V-1007,,V1
1000,2025-06-27,1800000156,1,5400,CC-300,2612.68,EUR,D,Freight charges inbound,V-1005,,V1
1000,2025-06-27,1800000156,2,1576,,522.54,EUR,D,Input tax - Freight charges inbound,V-1005,,V1
1000,2025-06-27,1800000156,3,3300,,3135.22,EUR,C,Freight charges inbound,V-1005,,V1
1000,2025-06-27,1800000157,1,6870,CC-200,1343.69,EUR,D,Legal consulting fee,V-1007,,V1
1000,2025-06-27,1800000157,2,1576,,268.74,EUR,D,Input tax - Legal consulting fee,V-1007,,V1
1000,2025-06-27,1800000157,3,3300,,1612.43,EUR,C,Legal consulting fee,V-1007,,V1
1000,2025-06-28,1800000193,1,6000,CC-300,20503.31,EUR,D,Monthly wages,,,
1000,2025-06-28,1800000193,2,6010,CC-200,15461.94,EUR,D,Monthly salaries,,,
1000,2025-06-28,1800000193,3,6020,CC-200,7552.7,EUR,D,Social security contribution,,,
1000,2025-06-28,1800000193,4,1000,,35965.25,EUR,C,Payroll payment,,,
1000,2025-06-28,1800000193,5,3900,,7552.7,EUR,C,Social security accrual,,,
1000,2025-06-30,1800000135,1,1400,,5081.4,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-30,1800000135,2,4020,,4234.5,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-06-30,1800000135,3,1786,,846.9,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-06-30,1800000150,1,5400,CC-300,1417.3,EUR,D,Freight charges inbound,V-1005,,V1
1000,2025-06-30,1800000150,2,1576,,283.46,EUR,D,Input tax - Freight charges inbound,V-1005,,V1
1000,2025-06-30,1800000150,3,3300,,1700.76,EUR,C,Freight charges inbound,V-1005,,V1
1000,2025-06-30,1800000195,1,7000,CC-500,852.13,EUR,D,Depreciation - IT equipment,,,
1000,2025-06-30,1800000195,2,0420,,852.13,EUR,C,Depreciation - IT equipment,,,
1000,2025-07-01,1800000011,1,1400,,2721.3,EUR,D,Sales invoice Waldwiese,,C-2003,A0
1000,2025-07-01,1800000011,2,4010,,2721.3,EUR,C,Sales invoice Waldwiese,,C-2003,A0
1000,2025-07-01,1800000070,1,3300,,1053.41,EUR,D,Vendor payment,V-1009,,
1000,2025-07-01,1800000070,2,1000,,1053.41,EUR,C,Vendor payment,V-1009,,
1000,2025-07-01,1800000186,1,3300,,1716.25,EUR,D,Vendor payment,V-1003,,
1000,2025-07-01,1800000186,2,1000,,1716.25,EUR,C,Vendor payment,V-1003,,
1000,2025-07-01,1800000192,1,6700,CC-500,3391.28,EUR,D,Office rent,V-1004,,
1000,2025-07-01,1800000192,2,1000,,3391.28,EUR,C,Office rent,V-1004,,
1000,2025-07-01,1800000199,1,6820,CC-500,2499.17,EUR,D,Cleaning service,V-1002,,V1
